user_id,age,gender,location,interests_categories,avg_preferred_price,preferred_brands,common_interaction_types,interacted_products,high_rated_products
300,50,Male,Houston,"['Home & Kitchen', 'Books', 'Electronics']",255.72,"['BrandE', 'BrandD', 'BrandC']","['purchase', 'view', 'add_to_cart']","[434, 218, 331, 114, 221, 65]",[]
301,21,Other,Chicago,"['Electronics', 'Home & Kitchen', 'Toys']",267.35,"['BrandC', 'BrandD', 'BrandB']","['add_to_cart', 'view']","[115, 72]","[126, 357]"
302,50,Male,Houston,"['Home & Kitchen', 'Clothing', 'Sports']",200.33,"['BrandA', 'BrandB', 'BrandC']","['view', 'add_to_cart']","[232, 141, 330, 453, 268]",[]
303,31,Other,Los Angeles,"['Books', 'Home & Kitchen', 'Beauty']",213.2,"['BrandE', 'BrandC', 'BrandD']",['add_to_cart'],"[395, 271, 340]",[69]
304,38,Male,Los Angeles,"['Electronics', 'Toys', 'Books']",237.92,"['BrandE', 'BrandC', 'BrandA']",['view'],"[248, 16, 464, 473]",[270]
305,37,Female,San Francisco,"['Toys', 'Clothing', 'Beauty']",290.51,"['BrandC', 'BrandA']","['view', 'add_to_cart']","[145, 435]",[206]
306,25,Female,Houston,"['Books', 'Electronics', 'Beauty']",337.34,"['BrandD', 'BrandE', 'BrandA']","['view', 'purchase', 'add_to_cart']","[293, 306, 244, 385, 64, 361]",[388]
307,24,Male,San Francisco,"['Books', 'Electronics', 'Clothing']",176.76,"['BrandD', 'BrandA', 'BrandE']","['view', 'add_to_cart', 'purchase']","[338, 137, 345, 396, 144]",[21]
308,20,Other,New York,"['Electronics', 'Toys', 'Books']",272.29,"['BrandC', 'BrandA', 'BrandB']","['view', 'add_to_cart', 'purchase']","[396, 424, 310, 278, 125]",[179]
309,34,Male,Houston,"['Books', 'Toys', 'Clothing']",290.27,"['BrandB', 'BrandC', 'BrandA']","['view', 'add_to_cart', 'purchase']","[84, 310, 495, 89, 288]",[]
310,50,Other,Chicago,"['Sports', 'Electronics', 'Beauty']",220.56,"['BrandE', 'BrandA', 'BrandC']","['view', 'add_to_cart', 'purchase']","[78, 122, 9, 470, 261, 29, 95]",[]
311,29,Female,New York,"['Beauty', 'Clothing', 'Home & Kitchen']",273.07,"['BrandC', 'BrandD', 'BrandA']","['view', 'add_to_cart', 'purchase']","[180, 420, 56, 259, 443, 308]",[481]
312,39,Other,New York,"['Toys', 'Books']",481.38,"['BrandE', 'BrandC']",['view'],"[339, 72]",[]
313,39,Female,Chicago,"['Books', 'Sports', 'Electronics']",376.2,"['BrandE', 'BrandD', 'BrandB']","['view', 'purchase', 'add_to_cart']","[39, 81, 459, 72, 135]",[]
314,63,Other,New York,"['Books', 'Toys', 'Sports']",217.59,"['BrandC', 'BrandD', 'BrandB']","['view', 'add_to_cart']","[279, 93, 453, 21, 178, 115, 365]",[]
315,47,Other,Houston,"['Electronics', 'Home & Kitchen', 'Toys']",331.02,"['BrandC', 'BrandD', 'BrandE']","['purchase', 'view']","[386, 321, 206, 333, 140]",[]
316,55,Other,San Francisco,"['Clothing', 'Beauty', 'Books']",292.0,"['BrandC', 'BrandB', 'BrandA']","['view', 'add_to_cart', 'purchase']","[320, 448, 287]","[402, 290, 10]"
317,55,Male,New York,"['Sports', 'Beauty', 'Toys']",397.81,"['BrandD', 'BrandE', 'BrandA']","['view', 'add_to_cart']","[96, 288, 404, 380]","[83, 466]"
318,62,Male,Houston,"['Toys', 'Home & Kitchen', 'Beauty']",286.89,"['BrandB', 'BrandA', 'BrandD']","['add_to_cart', 'view']","[269, 118, 316, 449, 61]","[1, 500, 337]"
319,25,Female,Los Angeles,"['Toys', 'Sports']",266.51,"['BrandD', 'BrandE']",['view'],[225],[]
320,44,Female,Houston,"['Books', 'Sports', 'Toys']",337.09,"['BrandA', 'BrandC', 'BrandD']",['view'],"[350, 219]",[10]
321,44,Male,San Francisco,"['Electronics', 'Home & Kitchen', 'Sports']",173.96,"['BrandC', 'BrandD', 'BrandE']","['view', 'purchase']","[367, 153, 422, 449, 454]","[158, 274]"
322,51,Female,Houston,"['Clothing', 'Toys', 'Electronics']",254.98,"['BrandC', 'BrandA', 'BrandD']","['view', 'add_to_cart']","[50, 17, 21]","[424, 427]"
323,38,Male,Chicago,"['Clothing', 'Sports']",331.95,"['BrandE', 'BrandD', 'BrandB']","['purchase', 'add_to_cart']","[223, 419]",[351]
324,47,Other,San Francisco,"['Electronics', 'Clothing', 'Books']",223.23,"['BrandC', 'BrandE', 'BrandB']","['view', 'purchase', 'add_to_cart']","[138, 147, 131, 61]","[77, 135, 171]"
325,50,Female,Los Angeles,"['Toys', 'Sports', 'Home & Kitchen']",214.6,"['BrandD', 'BrandA', 'BrandC']","['add_to_cart', 'view']","[353, 292, 86, 141, 265]",[164]
326,45,Female,Chicago,"['Toys', 'Sports', 'Home & Kitchen']",335.34,"['BrandE', 'BrandA', 'BrandB']","['add_to_cart', 'view', 'purchase']","[211, 344, 196, 66, 35]",[281]
327,64,Male,Houston,"['Clothing', 'Sports', 'Beauty']",306.53,"['BrandB', 'BrandC', 'BrandA']","['view', 'add_to_cart']","[371, 402, 186, 368, 297, 57, 337, 393, 163]","[139, 8]"
328,50,Female,San Francisco,"['Electronics', 'Beauty', 'Home & Kitchen']",406.7,"['BrandE', 'BrandC', 'BrandB']","['view', 'purchase', 'add_to_cart']","[168, 246, 466, 182, 90]",[221]
329,22,Female,Los Angeles,"['Electronics', 'Home & Kitchen', 'Toys']",299.95,"['BrandB', 'BrandD', 'BrandC']","['purchase', 'add_to_cart']","[294, 78, 428, 187]",[156]
330,36,Other,Chicago,"['Home & Kitchen', 'Beauty', 'Books']",313.99,"['BrandC', 'BrandB', 'BrandE']","['view', 'add_to_cart']","[400, 428, 463, 25, 500, 45]",[]
331,21,Female,Los Angeles,"['Books', 'Electronics', 'Clothing']",233.26,"['BrandC', 'BrandA', 'BrandD']","['view', 'add_to_cart', 'purchase']","[29, 128, 36, 346, 44, 86]",[285]
332,52,Other,Houston,"['Sports', 'Electronics', 'Books']",231.4,"['BrandD', 'BrandC', 'BrandA']",['view'],"[203, 154]","[224, 448]"
333,34,Male,Los Angeles,"['Books', 'Sports', 'Home & Kitchen']",389.32,"['BrandB', 'BrandD', 'BrandE']",['view'],"[81, 470, 381, 483, 93]",[84]
334,61,Female,New York,"['Books', 'Beauty', 'Electronics']",307.5,"['BrandC', 'BrandD', 'BrandE']","['view', 'purchase', 'add_to_cart']","[280, 197, 142, 486, 259, 62, 12]","[83, 229, 98, 465, 233]"
335,45,Other,Chicago,"['Sports', 'Toys', 'Clothing']",232.87,"['BrandB', 'BrandC', 'BrandD']","['view', 'add_to_cart', 'purchase']","[368, 344, 43, 142, 271, 170]","[153, 350]"
336,47,Male,Los Angeles,"['Electronics', 'Clothing', 'Books']",280.8,"['BrandD', 'BrandB', 'BrandC']","['view', 'purchase', 'add_to_cart']","[213, 92, 218, 107, 467, 319, 297]",[136]
337,46,Female,Houston,"['Electronics', 'Clothing', 'Home & Kitchen']",289.2,"['BrandA', 'BrandB', 'BrandC']","['add_to_cart', 'view', 'purchase']","[344, 90, 42, 174, 9, 347]",[]
338,63,Male,Houston,"['Beauty', 'Electronics', 'Books']",348.49,"['BrandA', 'BrandE', 'BrandC']","['view', 'add_to_cart']","[182, 280, 52, 67, 180]",[]
339,23,Female,Los Angeles,"['Toys', 'Electronics', 'Sports']",331.33,"['BrandA', 'BrandC', 'BrandE']","['add_to_cart', 'view']","[11, 172, 381, 350, 338]",[356]
340,52,Male,Houston,"['Toys', 'Home & Kitchen', 'Electronics']",264.75,"['BrandD', 'BrandE', 'BrandC']","['view', 'add_to_cart', 'purchase']","[333, 130, 433, 88, 211, 201, 218, 289]",[183]
341,58,Male,San Francisco,"['Sports', 'Toys', 'Home & Kitchen']",260.59,"['BrandD', 'BrandA', 'BrandC']","['view', 'add_to_cart']","[23, 144]",[462]
342,54,Other,San Francisco,"['Electronics', 'Home & Kitchen', 'Sports']",310.75,"['BrandE', 'BrandD', 'BrandC']",['view'],"[304, 289, 218]",[241]
343,41,Male,San Francisco,"['Toys', 'Sports', 'Electronics']",288.62,"['BrandD', 'BrandA', 'BrandE']","['view', 'add_to_cart', 'purchase']","[387, 37, 400, 196, 389, 245, 208]","[445, 324, 354]"
344,46,Female,New York,"['Home & Kitchen', 'Sports', 'Electronics']",197.06,"['BrandA', 'BrandB']","['add_to_cart', 'view']","[445, 355, 41, 155]",[143]
345,63,Female,Los Angeles,"['Toys', 'Home & Kitchen', 'Sports']",292.12,"['BrandE', 'BrandA', 'BrandB']","['view', 'add_to_cart']","[439, 100, 312, 125, 324, 214]","[337, 281]"
346,48,Other,New York,"['Electronics', 'Books']",59.77,"['BrandD', 'BrandA']",['add_to_cart'],[366],[291]
347,52,Female,Houston,"['Sports', 'Electronics', 'Toys']",97.83,"['BrandD', 'BrandB', 'BrandC']","['purchase', 'view', 'add_to_cart']","[126, 190, 366]",[97]
348,50,Female,New York,"['Beauty', 'Books', 'Sports']",228.76,"['BrandB', 'BrandE', 'BrandC']","['view', 'add_to_cart']","[361, 139, 479, 4, 344]",[229]
349,38,Female,Houston,"['Electronics', 'Books']",314.49,"['BrandA', 'BrandE', 'BrandC']",['view'],"[6, 333, 91, 112]",[]
350,49,Male,Houston,"['Toys', 'Electronics', 'Sports']",309.45,"['BrandD', 'BrandA', 'BrandC']","['add_to_cart', 'view']","[11, 46, 254]",[]
351,40,Male,Chicago,"['Books', 'Electronics', 'Toys']",325.38,"['BrandD', 'BrandE']","['view', 'add_to_cart']","[198, 136, 329, 403]",[]
352,50,Female,San Francisco,"['Sports', 'Clothing', 'Toys']",202.48,"['BrandA', 'BrandB', 'BrandD']","['add_to_cart', 'view']","[243, 217, 316, 272, 283]",[132]
353,20,Other,Houston,"['Books', 'Sports']",285.05,"['BrandA', 'BrandD']","['view', 'add_to_cart']","[336, 83]",[366]
354,35,Male,Chicago,"['Beauty', 'Books']",109.12,"['BrandB', 'BrandD', 'BrandA']",['view'],[408],[]
355,42,Other,San Francisco,"['Toys', 'Sports', 'Electronics']",279.67,"['BrandC', 'BrandD', 'BrandA']","['view', 'add_to_cart']","[18, 94, 288, 258, 122, 11, 53, 359, 111, 113, 310, 249]",[62]
356,59,Female,Houston,"['Toys', 'Electronics', 'Books']",249.27,"['BrandA', 'BrandE', 'BrandC']","['view', 'purchase', 'add_to_cart']","[347, 26, 228, 204]",[]
357,48,Female,Houston,"['Home & Kitchen', 'Toys', 'Books']",231.92,"['BrandA', 'BrandC', 'BrandD']","['view', 'add_to_cart', 'purchase']","[230, 187, 480, 346, 249, 139]",[]
358,20,Male,New York,"['Sports', 'Books', 'Clothing']",278.3,"['BrandA', 'BrandD', 'BrandE']","['view', 'add_to_cart', 'purchase']","[424, 281, 43, 197, 259, 380]","[340, 366, 199]"
359,57,Female,New York,"['Electronics', 'Home & Kitchen']",440.76,"['BrandB', 'BrandE']",['view'],[317],[375]
360,63,Male,San Francisco,"['Home & Kitchen', 'Beauty', 'Books']",301.96,"['BrandC', 'BrandA', 'BrandB']","['add_to_cart', 'view']","[66, 84, 225]",[]
361,41,Female,Houston,"['Electronics', 'Books', 'Sports']",251.46,"['BrandA', 'BrandE', 'BrandC']",['view'],"[188, 78, 374]",[128]
362,49,Female,Los Angeles,"['Beauty', 'Sports', 'Home & Kitchen']",419.47,"['BrandE', 'BrandD']",['view'],"[223, 421]",[245]
363,64,Male,New York,"['Toys', 'Electronics', 'Books']",249.03,"['BrandA', 'BrandC', 'BrandD']",['view'],"[463, 271, 204]","[280, 356]"
364,39,Male,San Francisco,"['Sports', 'Clothing', 'Toys']",242.24,"['BrandA', 'BrandD', 'BrandE']","['view', 'add_to_cart']","[369, 103, 195, 196, 394, 314, 278]",[224]
365,40,Male,Houston,"['Books', 'Home & Kitchen', 'Toys']",305.14,"['BrandE', 'BrandD', 'BrandB']","['add_to_cart', 'view']","[283, 120, 84, 205, 293]",[]
366,19,Female,Houston,"['Sports', 'Books', 'Clothing']",331.81,"['BrandC', 'BrandB', 'BrandE']","['view', 'add_to_cart', 'purchase']","[192, 483, 487, 354, 393, 227, 478]",[371]
367,44,Female,Los Angeles,"['Books', 'Electronics', 'Sports']",239.92,"['BrandA', 'BrandE', 'BrandD']","['add_to_cart', 'view']","[190, 235, 46, 287, 354, 469, 439, 332, 411, 51]",[10]
368,59,Other,San Francisco,"['Home & Kitchen', 'Clothing', 'Books']",244.38,"['BrandE', 'BrandD', 'BrandB']","['view', 'add_to_cart']","[463, 236, 24, 464, 13, 369, 179, 228, 163, 207]",[325]
369,19,Male,Houston,"['Clothing', 'Beauty', 'Books']",269.97,"['BrandB', 'BrandA', 'BrandD']",['view'],"[51, 29, 43, 227, 377, 93]",[468]
370,43,Female,New York,"['Books', 'Electronics']",172.01,"['BrandA', 'BrandD']","['view', 'add_to_cart']","[104, 61]",[]
371,34,Female,Los Angeles,"['Sports', 'Electronics', 'Beauty']",281.18,"['BrandC', 'BrandD', 'BrandB']","['add_to_cart', 'view']","[79, 433, 403, 286, 276, 35, 192]","[226, 482, 262]"
372,57,Male,San Francisco,"['Beauty', 'Electronics', 'Sports']",176.53,"['BrandA', 'BrandC', 'BrandB']","['purchase', 'view', 'add_to_cart']","[455, 244, 41, 447, 499]",[66]
373,50,Other,Los Angeles,"['Sports', 'Home & Kitchen', 'Beauty']",186.2,"['BrandC', 'BrandB', 'BrandD']","['view', 'purchase']","[481, 284, 38, 95, 390]",[]
374,26,Male,New York,"['Books', 'Electronics', 'Clothing']",312.65,"['BrandC', 'BrandE', 'BrandB']",['view'],"[386, 495, 375, 326]",[444]
375,60,Other,San Francisco,"['Electronics', 'Home & Kitchen', 'Beauty']",207.03,"['BrandA', 'BrandD', 'BrandB']","['view', 'add_to_cart']","[172, 224, 273, 327, 290, 489, 250]",[272]
376,56,Female,Los Angeles,"['Toys', 'Books', 'Home & Kitchen']",224.59,"['BrandC', 'BrandE', 'BrandD']","['view', 'add_to_cart']","[472, 219, 324, 271, 408, 276]",[62]
377,46,Other,Chicago,"['Toys', 'Clothing', 'Books']",214.27,"['BrandB', 'BrandA']","['view', 'add_to_cart']","[326, 255]",[341]
378,59,Female,New York,"['Sports', 'Books', 'Clothing']",324.84,"['BrandC', 'BrandE', 'BrandD']","['view', 'add_to_cart']","[103, 374, 186, 328, 434, 185]",[350]
379,43,Male,New York,"['Toys', 'Beauty', 'Clothing']",337.3,"['BrandD', 'BrandB', 'BrandE']",['view'],"[474, 182]",[]
380,52,Male,New York,"['Sports', 'Home & Kitchen', 'Clothing']",241.23,"['BrandB', 'BrandA', 'BrandC']","['add_to_cart', 'purchase', 'view']","[101, 481, 425, 221]","[48, 106]"
381,42,Male,Chicago,"['Home & Kitchen', 'Beauty', 'Sports']",236.33,"['BrandC', 'BrandA', 'BrandE']","['view', 'add_to_cart', 'purchase']","[345, 449, 201, 80, 432, 431, 391]",[292]
382,41,Other,Chicago,"['Sports', 'Home & Kitchen', 'Clothing']",306.07,"['BrandB', 'BrandA', 'BrandD']","['add_to_cart', 'purchase', 'view']","[378, 94, 227]","[207, 48]"
383,30,Female,Houston,"['Toys', 'Clothing', 'Electronics']",185.05,"['BrandA', 'BrandD', 'BrandE']","['view', 'add_to_cart']","[105, 255, 480, 144, 451, 61, 38, 140]","[23, 326]"
384,24,Male,Los Angeles,"['Clothing', 'Toys', 'Books']",397.96,"['BrandC', 'BrandD', 'BrandA']","['view', 'purchase', 'add_to_cart']","[186, 441, 19, 483, 192, 317, 166, 37]","[193, 303]"
385,53,Male,Houston,"['Books', 'Sports']",264.31,"['BrandB', 'BrandD', 'BrandA']",['view'],[276],"[371, 198]"
386,62,Female,Los Angeles,"['Beauty', 'Clothing', 'Home & Kitchen']",266.79,"['BrandB', 'BrandC', 'BrandE']",['view'],"[51, 216, 290, 395, 348]",[]
387,37,Male,Chicago,"['Electronics', 'Beauty', 'Toys']",255.85,"['BrandD', 'BrandE', 'BrandB']","['view', 'add_to_cart']","[456, 205, 359, 156, 344, 19, 17, 99]","[348, 136]"
388,18,Female,Chicago,"['Electronics', 'Sports', 'Toys']",279.38,"['BrandC', 'BrandA', 'BrandB']","['view', 'purchase', 'add_to_cart']","[91, 222, 254, 86, 394, 66, 330, 201, 252]",[]
389,25,Female,Houston,"['Toys', 'Books', 'Electronics']",141.05,"['BrandC', 'BrandA', 'BrandE']","['view', 'add_to_cart']","[203, 24, 34, 128, 63]",[432]
390,63,Female,San Francisco,"['Home & Kitchen', 'Toys', 'Electronics']",211.92,"['BrandA', 'BrandD', 'BrandE']","['view', 'add_to_cart', 'purchase']","[395, 9, 407, 461, 431, 29, 69]","[200, 205]"
391,33,Female,Houston,"['Toys', 'Home & Kitchen', 'Sports']",265.42,"['BrandE', 'BrandC', 'BrandB']",['view'],"[245, 170, 437, 311]","[454, 281, 395]"
392,31,Female,Los Angeles,"['Books', 'Home & Kitchen', 'Beauty']",324.73,"['BrandA', 'BrandB', 'BrandC']",['view'],"[432, 306, 168, 256]","[417, 420]"
393,29,Other,Houston,"['Beauty', 'Toys', 'Clothing']",293.28,"['BrandE', 'BrandC', 'BrandA']","['purchase', 'view']","[29, 499, 327, 286]","[348, 376]"
394,40,Male,New York,"['Electronics', 'Clothing', 'Books']",230.25,"['BrandE', 'BrandA']","['view', 'add_to_cart']","[13, 10, 313]",[430]
395,32,Other,Los Angeles,"['Home & Kitchen', 'Books', 'Beauty']",345.97,['BrandB'],['purchase'],"[89, 282]",[215]
396,45,Male,Los Angeles,"['Books', 'Electronics', 'Home & Kitchen']",196.35,"['BrandA', 'BrandB', 'BrandE']","['view', 'add_to_cart']","[9, 204, 256, 18, 114, 343]",[142]
397,51,Other,San Francisco,"['Books', 'Electronics', 'Clothing']",226.53,"['BrandA', 'BrandE', 'BrandB']","['view', 'add_to_cart', 'purchase']","[439, 104, 135, 364]",[333]
398,19,Female,Chicago,"['Beauty', 'Toys', 'Electronics']",297.99,"['BrandA', 'BrandC', 'BrandE']","['add_to_cart', 'view']","[182, 115, 387, 244]",[175]
399,49,Male,Los Angeles,"['Electronics', 'Home & Kitchen', 'Books']",333.47,"['BrandB', 'BrandC', 'BrandD']",['view'],"[478, 166, 417]",[131]
400,40,Male,Chicago,"['Sports', 'Home & Kitchen', 'Beauty']",246.76,"['BrandA', 'BrandD', 'BrandC']","['view', 'add_to_cart', 'purchase']","[134, 356, 262, 54]","[97, 187]"
401,39,Other,Houston,"['Electronics', 'Sports', 'Beauty']",200.83,"['BrandC', 'BrandB', 'BrandE']","['view', 'purchase']","[369, 471, 56, 118]",[323]
402,42,Other,New York,"['Beauty', 'Sports', 'Toys']",153.7,"['BrandC', 'BrandD', 'BrandB']","['view', 'add_to_cart']","[11, 486, 471, 267, 255]",[262]
403,39,Male,San Francisco,"['Sports', 'Toys', 'Electronics']",268.92,"['BrandC', 'BrandB', 'BrandD']",['view'],[350],[442]
404,39,Other,Chicago,"['Toys', 'Sports', 'Books']",343.54,"['BrandB', 'BrandC', 'BrandD']","['view', 'add_to_cart']","[254, 138, 115, 251]",[456]
405,59,Other,Los Angeles,"['Sports', 'Toys', 'Electronics']",340.82,"['BrandA', 'BrandD', 'BrandB']","['view', 'add_to_cart']","[174, 224, 141, 382, 33, 384]",[]
406,23,Other,Chicago,"['Beauty', 'Electronics', 'Toys']",254.38,"['BrandC', 'BrandA', 'BrandE']",['view'],"[332, 260, 135]",[297]
407,32,Female,Los Angeles,"['Beauty', 'Books', 'Toys']",141.91,"['BrandC', 'BrandA', 'BrandE']","['view', 'add_to_cart']","[403, 298, 374]",[479]
408,60,Female,Chicago,"['Beauty', 'Electronics', 'Books']",208.84,"['BrandE', 'BrandB', 'BrandC']","['view', 'purchase']","[395, 158, 197, 390]","[73, 182, 333, 377]"
409,54,Other,Los Angeles,"['Sports', 'Electronics', 'Toys']",221.54,"['BrandD', 'BrandB']","['purchase', 'add_to_cart', 'view']","[126, 324, 55]",[289]
410,50,Other,Houston,"['Beauty', 'Clothing', 'Toys']",302.66,"['BrandA', 'BrandD', 'BrandE']","['add_to_cart', 'view', 'purchase']","[249, 227, 329, 206, 259, 195]",[]
411,25,Female,Los Angeles,"['Electronics', 'Sports', 'Clothing']",214.03,"['BrandE', 'BrandA', 'BrandB']","['view', 'add_to_cart']","[196, 302, 377]",[270]
412,61,Female,Los Angeles,"['Electronics', 'Toys', 'Sports']",264.72,"['BrandB', 'BrandD', 'BrandC']","['add_to_cart', 'view']","[492, 165, 477, 93, 416]",[156]
413,61,Male,New York,"['Beauty', 'Toys', 'Home & Kitchen']",310.16,"['BrandD', 'BrandB', 'BrandA']","['add_to_cart', 'view']","[111, 310, 90, 252]",[202]
414,22,Male,Los Angeles,"['Sports', 'Electronics', 'Home & Kitchen']",262.12,"['BrandD', 'BrandE', 'BrandB']","['add_to_cart', 'view', 'purchase']","[457, 349, 76]",[482]
415,56,Female,New York,"['Books', 'Sports', 'Toys']",227.13,"['BrandA', 'BrandB', 'BrandE']","['view', 'add_to_cart']","[69, 86, 156, 365, 353, 187]","[393, 51, 184]"
416,21,Other,San Francisco,"['Toys', 'Electronics', 'Home & Kitchen']",298.05,"['BrandA', 'BrandE', 'BrandD']","['view', 'add_to_cart']","[407, 175, 136, 302, 498, 443]","[278, 65]"
417,23,Other,New York,"['Beauty', 'Home & Kitchen']",293.13,"['BrandC', 'BrandB', 'BrandE']",['view'],[7],"[296, 185]"
418,62,Other,Houston,"['Books', 'Sports']",365.72,"['BrandC', 'BrandD']",['view'],[482],[64]
419,49,Other,New York,"['Sports', 'Electronics', 'Beauty']",206.95,"['BrandC', 'BrandE', 'BrandB']","['purchase', 'view']","[100, 415, 307, 161]","[139, 323]"
420,47,Male,San Francisco,"['Electronics', 'Clothing', 'Books']",290.61,"['BrandE', 'BrandC', 'BrandB']","['view', 'purchase', 'add_to_cart']","[101, 461, 63, 188, 155, 121, 466]","[277, 387, 241, 318]"
421,64,Female,Houston,"['Clothing', 'Sports', 'Home & Kitchen']",319.46,"['BrandA', 'BrandD', 'BrandE']","['add_to_cart', 'purchase']","[259, 317, 319, 433, 435, 103]","[483, 309]"
422,52,Other,Chicago,"['Books', 'Toys', 'Home & Kitchen']",300.39,"['BrandA', 'BrandE', 'BrandC']","['view', 'add_to_cart', 'purchase']","[211, 334, 74, 418, 417, 190, 227, 281]",[346]
423,57,Male,Chicago,"['Sports', 'Clothing', 'Beauty']",289.01,"['BrandB', 'BrandA', 'BrandC']","['view', 'add_to_cart']","[428, 363, 439, 235]","[484, 214, 186, 353]"
424,33,Other,New York,"['Electronics', 'Books', 'Toys']",225.22,"['BrandA', 'BrandE', 'BrandC']","['view', 'add_to_cart', 'purchase']","[191, 362, 158, 71, 122, 49]","[498, 142, 70]"
425,30,Female,New York,"['Sports', 'Toys', 'Beauty']",321.26,"['BrandD', 'BrandE', 'BrandA']","['view', 'add_to_cart']","[380, 401, 383, 321, 464]",[]
426,59,Male,San Francisco,"['Books', 'Home & Kitchen', 'Beauty']",166.33,"['BrandA', 'BrandD', 'BrandB']","['view', 'add_to_cart', 'purchase']","[456, 342, 405, 43, 216, 306, 268]","[194, 408]"
427,47,Female,San Francisco,"['Clothing', 'Home & Kitchen', 'Books']",242.66,"['BrandD', 'BrandA', 'BrandC']","['view', 'add_to_cart', 'purchase']","[167, 204, 379, 289, 229]",[436]
428,36,Female,Los Angeles,"['Sports', 'Beauty', 'Clothing']",294.51,"['BrandD', 'BrandA', 'BrandE']","['view', 'add_to_cart']","[166, 446, 338, 147]",[471]
429,34,Male,San Francisco,"['Electronics', 'Toys', 'Sports']",290.45,"['BrandB', 'BrandA', 'BrandE']","['view', 'add_to_cart', 'purchase']","[269, 371, 415, 480, 203, 150, 398, 282, 48, 96, 247]",[]
430,36,Male,Los Angeles,"['Beauty', 'Electronics', 'Books']",382.76,"['BrandA', 'BrandE', 'BrandB']",['view'],"[430, 348]","[426, 375]"
431,45,Male,Houston,"['Beauty', 'Clothing', 'Electronics']",184.3,"['BrandD', 'BrandA', 'BrandB']","['purchase', 'view']","[29, 195, 94, 46]",[]
432,43,Male,New York,"['Toys', 'Clothing', 'Books']",283.45,"['BrandD', 'BrandE', 'BrandC']","['add_to_cart', 'purchase', 'view']","[423, 313, 320, 283, 216]",[480]
433,54,Male,Houston,"['Books', 'Electronics', 'Sports']",234.88,"['BrandC', 'BrandA', 'BrandD']","['view', 'add_to_cart']","[69, 289, 53, 112, 120, 379, 464, 373]",[113]
434,43,Male,San Francisco,"['Home & Kitchen', 'Toys', 'Clothing']",244.93,"['BrandC', 'BrandA', 'BrandB']","['view', 'add_to_cart']","[480, 216, 310, 265, 342, 5, 85]",[]
435,40,Male,Houston,"['Electronics', 'Sports', 'Toys']",246.17,"['BrandB', 'BrandC', 'BrandE']","['view', 'add_to_cart']","[94, 420, 268, 214, 379]","[249, 387, 247]"
436,26,Other,Houston,"['Electronics', 'Home & Kitchen', 'Books']",223.44,"['BrandA', 'BrandB', 'BrandC']","['view', 'add_to_cart']","[489, 179, 213, 368]",[272]
437,29,Female,Houston,"['Clothing', 'Toys', 'Home & Kitchen']",263.74,"['BrandB', 'BrandD', 'BrandC']","['add_to_cart', 'view']","[452, 37]",[485]
438,18,Male,San Francisco,"['Electronics', 'Home & Kitchen', 'Books']",186.45,"['BrandA', 'BrandE', 'BrandD']","['view', 'add_to_cart', 'purchase']","[146, 354, 284, 80, 308, 274]","[112, 439, 160]"
439,18,Other,Houston,"['Beauty', 'Toys', 'Home & Kitchen']",262.41,"['BrandA', 'BrandB', 'BrandC']","['view', 'add_to_cart', 'purchase']","[153, 362, 413, 143, 154, 271, 83, 193, 88, 490, 59, 234, 263, 137]",[]
440,64,Other,Los Angeles,"['Books', 'Home & Kitchen', 'Clothing']",233.63,"['BrandA', 'BrandD', 'BrandE']","['view', 'purchase', 'add_to_cart']","[194, 349, 283, 420, 35]",[491]
441,51,Other,San Francisco,"['Toys', 'Sports', 'Electronics']",242.84,"['BrandC', 'BrandD', 'BrandB']","['view', 'add_to_cart', 'purchase']","[387, 191, 56, 1, 301, 95, 49, 472]",[]
442,49,Female,Houston,"['Sports', 'Books', 'Electronics']",230.15,"['BrandA', 'BrandE', 'BrandD']",['view'],"[386, 423, 73, 470, 417, 289, 250, 123]",[]
443,42,Male,San Francisco,"['Books', 'Toys', 'Home & Kitchen']",299.77,"['BrandD', 'BrandC', 'BrandB']","['add_to_cart', 'purchase']","[235, 257, 94, 31, 407]","[85, 183]"
444,57,Other,Chicago,"['Beauty', 'Clothing', 'Books']",310.97,"['BrandA', 'BrandD', 'BrandE']","['view', 'purchase', 'add_to_cart']","[90, 287, 94, 320, 219, 440, 192]",[5]
445,62,Female,Los Angeles,"['Home & Kitchen', 'Sports', 'Toys']",221.6,"['BrandC', 'BrandA', 'BrandB']","['add_to_cart', 'view']","[186, 457, 67, 21, 165, 207]",[]
446,18,Female,Houston,"['Sports', 'Beauty', 'Electronics']",176.88,"['BrandD', 'BrandA', 'BrandC']","['view', 'purchase', 'add_to_cart']","[402, 205, 475, 280, 210, 86, 80]",[364]
447,33,Female,Chicago,"['Books', 'Electronics', 'Sports']",285.06,"['BrandB', 'BrandA', 'BrandD']","['view', 'add_to_cart', 'purchase']","[214, 353, 318, 110, 176, 373, 66, 443]","[458, 255]"
448,56,Other,Chicago,"['Electronics', 'Clothing', 'Books']",317.11,"['BrandC', 'BrandE', 'BrandB']","['view', 'add_to_cart']","[369, 344, 307, 64, 83]",[]
449,22,Male,San Francisco,"['Books', 'Beauty', 'Sports']",197.42,"['BrandA', 'BrandC']","['add_to_cart', 'view']","[440, 322]","[297, 118, 203]"
